sentiment,review_body,product_category
1,I was apprehensive because of the long tail at the back of this shirt  but it is very pretty with capris.,Lounge
1,One of 3 pair of leggings ordered and the only pair to fit properly! size l was perfect for me. they stretched nicely going on and the beautiful floral design on the legs didn't get distorted or faded looking from the stretch. wearing these makes me happy :),Lounge
1,"I am 5'1"" and 120lb with curves and muscles. i am tiny and slim but i have t & a in spades  a 34c and a bubble but. that said. this dress made me look tall and lithe. i took the xs petite because the xs the fringe was too long on the bottom. there is plenty of blouse on the top to accommodate the ""girls"" and you can pull the dress up or down to make it more blousy or more of a fitted column dress  to your preference. it's more of an antique ivory color and beautiful with gold or silver sandals.",Lounge
1,"I just purchased these pajamas on-line and they are very pretty in person. i found them to be tts in my usual size small though a bit on the long side as i'm only 5'4"". i don't mind a little extra length though because these are just to lounge/sleep in. i think these soft pj's will be great during the warmer months as they are very light weight and comfortable. you'll absolutely love the print on them and wish there was a matching top!",Lounge
1,I know i will be wearing this a lot! i wore it on tuesday for work with some dressier pants and opened  i wore it on sat and sun for long walks :) great piece,Lounge
-1,Unfortunately  does not look anything like in the picture. looks like an oversized house robe. i expected much more but was disappointed. i am definitely returning it.,Outerwear
-1,I love anything orange- when i saw this coat online  i ordered it as i loved all the features. the features of the coat are fun- however the coat came all bunched up in the package. i let it hang for a couple of days but the wrinkles were awful and even steaming and an iron would not take the creases away. i tried the coat on - the buckles were poorly made. i ended up returning this jacket.,Outerwear
-1,I wanted to like this coat so bad! i loved the bright red color and design  but when i received it  it seemed very cheap and just too large. i returned it.,Outerwear
-1,When i read car coat  i expect a little more weight. it really is just a thin  long blazer. also  the colors appear different online. i expected a red/maroon with bue and white stripe  so maybe i mis-read completely...? it is actually brown/mustard/beige combo. not what i expected  so it will be a return.,Outerwear
-1,Darling jacket/coat  similar styling as the beige with big flowers and lace-up back that i bought a few years ago and still love. i was considering this one  but the description says to hand wash. seriously? a coat? that's simply not practical. not sure if i will buy this one.,Outerwear
-1,I ordered this coat because  like others  i was taken by its feminine beauty! unfortunately  the coat showed up with the top button broken off (and missing) and another button hole torn open. i returned that coat right away  thinking that it'd been damaged somehow in shipping. however  i began to question the quality of the coat when the second coat showed up with a broken and missing top button! when i tried on the coat  i found the missing button stuffed into the pocket. not the quality i expe,Outerwear
-1,I had been eyeing this coat for a few weeks after it appeared in the email  and i finally decided to purchase it to treat myself. i was very excited to get it  as it is a beautiful coat online. however  once i received it i was very disappointed. the material is much thinner than i would expect for something that cost $168  and when i went to button it the button slipped right off the thread it was sewn onto the coat with. i checked the other buttons and all of them were loose as well.     perso,Outerwear
-1,Visions of sartorial splendor danced in my head as i planned my instagram posts centered around this coat. and then it showed up on my door and my dreams were crushed. i'd already read the reviews and knew the coat was unlined and would be oversized. i did not expect it to be soooo sloppy. especially around the collar. there is nothing crisp about it. i've had boiled wool outer ware before that held its shape much better than this. if i wanted fleece i wouldn't have picked retailer as the s,Outerwear
-1,Thought i would splurge on a tracy reese coat. i got a size small  (120  5'6) felt huge on me and i looked like a wooly mammoth. very unflattering. another reviewer also mentioned on how it flairs slightly at the bottom?.adding to the overall bad look. i had it on for about 20 seconds and put it back in the bag to return. din't have to ponder about it at all.,Outerwear
0,This coat is absolutely beautiful - an instant stunner. the style is very classy and timeless. it is definitely more of a lightweight coat than true cold weather wear. yes  it does run large  but that is the cozy look of it. it is not meant to be form-fitting. my one gripe is that - especially at the price point - if it's not going to be especially warm  it should at least be otherwise functional. the coat i received has pockets cut on the outside  but they are sewn shut. a coat without pockets?,Outerwear
0,I love the look of this jacket. it's incredibly soft and fits tts. i love how it's a little different and fun. however  it's already pilling after 3 wears. probably have gotten a total of 15 hours of wear out of it. i am so disappointed. for this price point  i would have expected better quality.,Outerwear
0,Initially  i bought this because i liked the color and style of this trench coat. i thought it could look very chic and polished. the problem was it was too large and too wrinkly. i'm 5'2 (115 lbs) and ordered an xs because petite sizes were unavailable. but i realize that a petite xs would've been a better fit. also the sleeves were too long even with an xs. i've already returned the product.,Outerwear
0,I wore this coat one day and the buttons started falling off. it stretched so much. i'm going to beg my local store to take back. it shouldn't fall apart like that. it's super duper cozy though.,Outerwear
0,I loved this vest from the moment i saw it. sadly  though  it runs way too large. i first ordered it in a small and then an xs when it popped back. even the xs was too large around my shoulders and waist. the color was also a bit more beige than in the photos  which was ok  but i had to return it because of the size.,Outerwear
0,Really unique & will easily go with many tops/bottoms. i agree with the other reviewers  it's itchy  but so super cute. the sale price is a good deal. i had already planned to wear with long sleeves so the itchy fabric should not be a problem. i got the xs/s  my usual size.,Outerwear
0,I was so excited for this coat when i saw it in the catalog  but disappointed when it got to stores. the faux fur pictured both here and in the catalog looked much more of a burnt red brown color than the straight up maroon that it actually is in store. i'd say it even looks a bit purple. the nice thing is that it is detachable and you can replace it with something else if you really don't like the color. i have decided to buy it anyways because the fit of the coat is lovely and simply stunning.,Outerwear
0,I loved this when i saw it arrive in the mail. as soon as i put it on though  i was drowning in it. i know its a cape and it is suppose to be large but it was so big i had to return it. i still really like it and wish it would have worked. i am 5'5  athletic/slim figure just for reference.,Outerwear
0,I love the pattern on this jacket and enjoy the bell shape. a fun jacket to through on and add quick style to a skinny pants.,Outerwear
1,I wasn't sure the shorter length in the back was working until i tried it on. this jacket totally worked for me. the brown color can be easily matched with other colors. i got the jacket in medium size. i usually in between size. the medium size allow more space on the chest area  however the sleeve becomes a bit too long for me.,Outerwear
1,I need to remember that this brand runs small. i ordered the xxsp and i usually have a little room with jacket  but this fits snug. i have one from last year and it's the same. fits snug. if you want extra room  order a size up. the quality is nice  i love the camel brown color. it's a keeper for me  just won't be able to wear a sweater under it.,Outerwear
1,This coat is a classic! i would wear it every day if it wasn't so distinct. very comfortable  flattering  and stylish.,Outerwear
1,I kept stalking this cape on the site since it went on a few months ago and finally decided to pull the trigger. this is an absolutely gorgeous cape.perfect for hourglass figures because of the waist-defining belt. its a really modern cut - it reminds me of some of the red carpet cape dresses of late. its so elegant - this is a timeless cut. the nude is a gorgeous  rich warm brown color. if you're really busty  you might go up a size to get the girls covered. i ordered my usual size m  and i may,Outerwear
1,I  too  saw this jacket on the recent retailer email teaser and instantly i was in love. i put it in my cart and was contemplating buying it but was unsure on size etc since there was only one review. i came back to find it was no longer available and i was devastated. i was at my local mall today and decided to pop in. much to my delight  they had a rack full of this coveted jacket. it's very cute  stylish  not very thick and the quality was ...just ok. there was a slightly worn look  that perhap,Outerwear
1,"First of all  i'm not a ""navy"" person at all. i much prefer black or other bright colors. i received an e'mail showing this trench last saturday and i pulled it up online and noticed how darling it looked. i didn't order it  but i went back the following day to check it out again. it was nowhere on the website. then a few days ago  back it popped up online again. i noticed it wasn't in my local store so i thought i'd go in and look this weekend. i just had to see it. i actually made it to the st",Outerwear
1,Such a pleasant surprise. i saw this in the store and had to try it on. it looks and feels like a lightweight real suede. the color is a wonderful neutral-much prettier than what i am seeing in the pic here. fits tts. although i will wear 0-2 petites in dresses and some pants i found the regular xs to be just right.,Outerwear
1,I bought this for my girlfriend with the hope that my presumptive intuition about her style preferences and the fit itself would prove successful. fortunately she loves it and looks amazing in it!  the colors are vibrant and the unique texture really lends itself toward a clothing item that is special- even for retailer.  recommend it highly!,Outerwear
1,This coat is super cute and flattering. i am 5&amp;amp;amp;amp;#39;8&amp;amp;amp;amp;quot; and it comes almost to my knee on the back. i&amp;amp;amp;amp;#39;m usually a small but got the medium in case i wear a bulky sweater underneath. comfy and warm  but won&amp;amp;amp;#39;t be warm enough when winter hits without a big sweater underneath. great to throw on to walk the dog or hit the bus stop in style.,Outerwear
-1,These run small (i am 110 and got a size 4)  they were a tad tight on top. the waist fit but felt a little too snug  short from waist to crotch and then bloomed out in a nice but stiff ish material. they are a dark blue animal print. i felt like bozo the clown goes to the jungle. they looked so silly i had to laugh. even with the 20% off  these are going back. not even comfortable to lounge around the house in never mind being seen by anyone in person!,Pants
-1,Very small! so disappointed! they did not even have a size for me to exchange a day later when they arrived!,Pants
-1,I bought a pair of these in stone and after the first wash they become all splotchy. i chalked it up to perhaps there was bleach leftover in the my washer. although nothing else in the load was blotchy. i then  because i loved the cut of these pants  bought another pair in the darker blue color. the same thing happened after the first wash. again  nothing else in that wash load was the least bit ruined -- just my new retailer pants! such a bummer-- definitely a dye issue. i called the stores i pur,Pants
-1,I love this jump suit.. sorta. looks great on but the dye rubs off on your skin. i washed it and its still happening. when you put your hand in your pockets  they come out blue  knees are blue  thighs  etc. i looked dirty by the end of the day. wish i could return it. fit and look great... not great after wear.,Pants
-1,These felt like they were cutting off circulation around the calves. i tried pulling them lower to reduce the tightness but that made them way too droopy between the legs. an alternative would be to clip the elastic  but ultimately decided to return.,Pants
-1,As soon as i pulled these pants from their packaging  i feel in love with them. the fabric was so soft - i could not wait to get them on...yeah  that was not going to happen! i could not pull them on - not even a little bit! these pants run incredibly small. i ordered them twice: once in my regular size  and again in a larger size. unfortunately  i am sized out of these beauties.,Pants
-1,This romper is cute  well-made and true to size  but i haven't figured it out how to put this on without having someone tie the back ties. which pretty much means that going to the bathroom is not an option while you have this romper on. not sure what the designers were thinking here. i'm returning this one.,Pants
-1,Like other reviewers have said  this item runs extremely long and large. i could have fit my body in one pant leg they were so wide--much wider than any standard wide leg pant i've owned. sadly had to return.,Pants
-1,I loved these pants and purchased them in three colors. like another reviewer  within a few weeks  having worn them no more than a couple of times  the fabric in the crotch area started to wear thin and two pairs developed holes. i was not hard on the pants - just wore them to the office - and line dried them. so disappointing  as i really did love the pants. total waste of money.,Pants
0,I was really happy when i saw this romper online and ordered it right away. unfortunately being larger chested i thought i would size up to a medium. bad choice. now i have a beautiful romper that is too big for me. i will be getting this one tailored.,Pants
0,"I loved these pants.they are so comfortable. however  after just wearing them twice  the threads of the leaves are fraying  and leaving lint on whatever i sit on. the leaves at the seat of the pants are now slowly disappearing. this after wearing twice to work! i imagine after a few more wears that the leaves at the seat of the pants will be close to gone  or at least much less ""white"" with threads then the rest of the places. this is super unfortunate and will be returning. too bad  they were l",Pants
0,I loved this jumpsuit. it fit well on my curvier/athletic frame. i did prefer a belt  which emphasized my shape. unfortunately  it is not lined and a bit sheer. this was a deal breaker for me.,Pants
0,"Retailer  please make these fantastically versatile chinos in tall sizes again! i am 5'11"" and i usually order a size 8. the regular fit hits in the wrong place at the knee and results in the back of the knee fitting and feeling uncomfortable.",Pants
0,Maybe if i sized down to a small i'd like them better.. they look ok from the front. but it seems like the leg was cut way too wide. there is exceess material in the back and leg hole. they are not all flattering to my rear end. overall kind of shapeless and the fabric is prone too wrinkling. too expensive (with the added shipping fee for an online exclusive) for the lack of structure and simplicity.,Pants
0,I so wanted to love this jumpsuit but unfortunately the fit is so off. it runs small and the crotch is to high. the color is beautiful and the design is great. it's really sad i waited two months for this and it was definitely not worth the wait.,Pants
0,They were too small for me. i loved them other than that.,Pants
0,Material and color is nice.  the leg opening is very large.  i am 5'1 (100#) and the length hits me right above my ankle.  with a leg opening the size of my waist and hem line above my ankle  and front pleats to make me fluffy  i think you can imagine that it is not a flattering look.  if you are at least average height or taller  this may look good on you.,Pants
0,I was so excited to finally find a work appropriate contemporary pant that i wore them about 3 times in the first week. needless to say they needed to be washed  and i followed the care instructions by washing in cold water and laying flat to dry. after just a single wash in cold water  the pants faded to the point that they looked like they were three years old. so sad  luckily retailer took them back without a problem. be warned  these may need to be dry cleaned which is a lot of maintena,Pants
1,Very comfy and flattering. cool on a hot day. slightly difficult to use the restroom  though.,Pants
1,Can't go wrong with these new charlie's by cartonnier. they fit amazingly. the fabric is a textured cotton but doesn't seem to wrinkle. just shook them out of the bag yesterday. the fabric description says cotton and spandex so they have some give (just a little) but are not going to stretch out after wearing for an hour. paired it with all sorts of different tops. side zip is slimming. lined pockets. substantial fabric. nothing bad to say. if you haven't tried a pair of charlies you should. you,Pants
1,"I purchased this gaucho as a gift for my mother.  at first  i was about to try it for myself because gaucho is a little trend nowadays.  but later  it turned out that it was a perfect fit for my mother.  it went well with her perhaps because she saved a lot of her fashion from 1980s.  it also fit well with contemporary fashion as well.  however  i think it matches better with vintage fashion than to contemporary fashion.  so  if you happen to save those ""good old fashion""  take them out and try",Pants
1,I always look at jumpsuits but they never seem to work for me because of my height (5'1) and petite stature. i ordered the xxsp and it fits perfectly! so comfortable and made of high quality silk which you can really feel is well made. love that there is no zipper- just a hidden elastic tube top and a hook and eye below the nape of the neck. plan on wearing this for my 30th birthday with heels or booties and a cropped leather jacket!,Pants
1,Awesome flares and very flattering! a wardrobe staple!,Pants
1,I bought the size 27 in these - i'm usually a 27 or 28 (measurements 27-38)  and they fit perfectly. i'm more of a pear shape and they're very flattering. the moss color is lovely and will go with a lot  and they can be dressed up or down.,Pants
1,I loved the moss so much  had to go back to get the gold. these chinos look wonderful on. they can be dressed up with pumps and a blouse as well as dressed down with sneakers and a t-shirt. very versatile.,Pants
1,These pants are a life saver. i love to travel with them and have washed them in a hotel sink  rolled in a towel  and hung dry with good results. picro does not usually fit me well  these pants are the exception. i'm 5'6 and if i uncuff them they can be worn as regular length. great for a baseball game! i will panic if retailer ever changes or discontinues them!!!!,Pants
1,I think this romper is super stylish  kind of dvf-ish and it's as-pictured except it's more colorful in person; the vines are pink and pale aqua  and the flowers are deeper yellows with white & beige parts and pink dots in them. i see what other reviewers mean that the fabric is thin  it is  but i wouldn't say sheer. it's a lightweight woven fabric. the problem is there's no stretch  so when you reach up  the whole romper hikes up. i think it's true-to-size. i got my usual xspetite and it fits g,Pants
-1,Pilcro stet roll ups are my fave! i have about 5 or 6 pairs and i needed a replacement for my light wash so i went in the store and tried these on. wow has the quality changed. the denim is a lot lighter in material  now  the wash isn't as real  almost like i'm wearing jegging shorts. these were my favorite but now i'll have to look for light wash denim shorts elsewhere because these new ones just wont cut it anymore! why  pilcro?? the sizing is about the same  they run a little large due to the,Shorts
-1,These shorts just didn't work for me. i loved the embroidery and the color  but i just don't have the curves for them. try these if you have an hourglass or fuller figure.,Shorts
-1,"I was so excited to try these  it's hard to find cute bermuda shorts. the legs were so wide. my husband asked if i was wearing his shorts. they don't look that wide in the picture. i am 5'4"" and 130 lbs i bought my regular size 28 but the waist was huge i could have sized down one or two sizes. unrolled they came to my knee.",Shorts
-1,Shorts don't fit me like they did the first time and i've only worn them twice! the material isn't what is use to be. it stretches out to fast. i don't think i will be buying these again. wish i could take them back.,Shorts
-1,"These looked really interesting online and with the multicolor stripes i thought it would pair nicely with many tops.     the fabric is nice and sturdy. the colors are more vibrant than online.     the design however is terrible. when i put them on i double checked to make sure they weren't on backwards- the back is flat as a board but the front has these poofy pockets. the poor fit with the bright stripes gives a ""1920s circus diaper"" look which is not good.     they're also really tight compar",Shorts
-1,I was hoping these would be like some of the lace shorts i bought from retailer last year that i loved so much. sadly  no. first of all they run small. i am between a s and xs in most brands  bought a s in these because i like my shorts on the looser side. these felt a little snug and short  but i decided to keep them. the first time i washed them  they were ruined. i followed the directions exactly and even put them in a lingerie bag in the washer  plus a delicate cycle  no dryer. the lace is man,Shorts
-1,"I was so excited that retailer finally had some bermuda shorts for those of us that are 1) older and don't want to show off that much leg anymore  and 2) are ""curvy on the bottom"" and really cannot wear the shorter shorts. i ordered these immediately in the navy. i usually wear a 31 in pilcro jeans  and like the other reviewer observed as well  i was floating in these - not only in the waist but everywhere. the legs are big - but it's supposed to be a boyfriend cut so i get that  but they just are",Shorts
-1,Beware. white is not white. white is more cream  off-white  light beige. i was really looking forward to these shorts but was immediately disappointed when i saw the color. they are cute  but not white. i bought them to wear with the nautical look tops for this summer  but unfortunately  creamy colored shorts don't do much for navy/white tops.also  the button is very difficult to open/close.otherwise they are ok.,Shorts
-1,I really wanted to love the shorts.  when i read that the shorts were lined  i expected them to be lined so that my underwear didn't show.  even though the shorts are lined  you can see through the fabric completely.  this was absolutely disappointing since the shorts have a lovely exterior design; pockets; and  comfortable waistline.  i'm returning the shorts as well.,Shorts
0,"I adore eva franco but these are just not thoughtfully designed regarding fit. i wear a size 12 and took the risk of ordering the 12 as a popback  but they do fit 1-2 sizes small. i could get them zipped but it's not a good look. i feel like the waist would fit if the rise weren't so short. for reference  i have a 33"" waist and 42"" hips.",Shorts
0,I too  was dubious about the dry clean only label but purchased it anyway because it was really cute and comfortable.  the shorts part is lined which is nice.  not see through.  the waist is a smocking with elastic.  it's also very thin thread.  the first one i tried on had a couple of stitches ripped in this waistband and because of that the fabric sort of bubbled out.  i bought a different one knowing it was delicate.  this isn't a romper your going to want to shimmy over your hips because of,Shorts
0,The fabric is super soft and comfortable and the look is cute  however the drape on the front crossover is not great and doesn't flatter well. the shorts will probably run a little on the short side for some - i'm very short (5') and the length is great for me but i'm guessing not for the average height.,Shorts
0,Cute skort but seems to run big. it's also sort of long for shorts (the model must have much longer legs than me). i may try a size smaller since i love the print but i'm not optimistic.,Shorts
0,I'm pretty disappointed in these. just bought the yellow pair and wore today for the first time. super cute and very comfortable. i was in love with them. they got two small stains on them from the day's activities ( and not even crazy  untreatable stains). unfortunately  the stains did not budge yet the color of the shorts washed out. they are completely ruined after one washing (on cold). i'm hoping this was a fluke and plan to order a second pair before they sell out. these will be going back,Shorts
0,These looked so cute and colorful! very sad to receive them yesterday and having to return them today. cute overall  but run large. depending on cut/style  i range from 2-4 in bottoms. i ordered a 2 in these  and they were just way too big. i would exchange for a zero  but i bought them for a trip this weekend. oh well.... consequence of online shopping!,Shorts
0,These shorts are just beautiful. with that said  they were expensive  but made reasonable when i snagged them in the online sale! they do also run large  and they seem to be made for short-waisted bodies. i will be bringing them back to my local store to (hopefully) exchange for a smaller size. fingers crossed that they still have them in stock!,Shorts
0,I love the look and feel of these shorts - typically my issue with any sort of cotton or linen shorts these days is that they're practically made of nothing  but these are comfortable and made of decent fabric. however  they run very large. being 100 lbs and about 5'  i typically buy size 0 or xs  but these looked a bit ridiculous on me  with how big they are. i tried shrinking them in the wash  since they're 100% cotton  and that helped some  along with getting rid of the creases from shipping,Shorts
0,I had a few pairs of these high-waisted beauties last year and love them so i was thrilled to see them in this adorable pattern which is even cuter in person. unfortunately  the cut is different. the sides  covered here by the model's hands  flare out a bit which is the function of the sectioning that the piping accentuates. the top is not the definitively high-wasted height from last year. i don't own anything else high-wasted  being an apple i'm generally a low-rider owing to a small hips/butt,Shorts
1,Wore these to church and stayed cool without being scandy. i havent worn skorts since the 90s and this was such a nice return to that trend. :-),Shorts
1,I love these shorts!!!! i usually have a really hard time finding shorts that fit my pear-shape  but these are great. i bought in a few different colors and i definitely will get a lot of use out of them this summer!,Shorts
1,This romper is one of my favorite purchases. the material is great  the fit is very forgiving  and it is very comfortable. it is easily dressed up or down. i purchased a size smaller than i usually wear and it fits well.,Shorts
1,Cute casual drawstring short. runs a little large but nice style for an oversized look. nice length for long legs.,Shorts
1,These shorts are great! perfect length and this can be addicted based on how much you roll them up. i love all the colors. i've bought several pairs because of how comfortable and versatile they are!,Shorts
1,The color was very different and vibrant. chose to size up for extra room and length,Shorts
1,These are super cute shorts - great pattern  pockets (yay!) and really nice fabric. but  they're just a little too short for me  run a little small  and the side zipper is something of a pain -- i don't know if it was a construction issue on the pair i received or a stupid user issue but it seemed as if the seam with the zipper was just off -- not really a side seam but more toward the back. plus  the zipper sticks on the waistband seam making it even more difficult to zip. i wish i had read the,Shorts
1,I love this romper so much! i'm a tall girl (5'9)  so often times its hard for me to find a romper that isn't too short. the length on this is perfect. this romper is an adorable design and the fit is great. the material is a great quality  and its really comfortable! i'm 5'9 34b bra  i usually range between an xs and s  i went with the s on this one and it fits great! i definitely recommend this if you're thinking about it.,Shorts
1,These shorts are very flattering. will def. purchase another pair.,Shorts
-1,This skirt for sure was the most disappointing thing i've ever ordered from retailer. it looks like an all white skirt that has a little stiffness to it but looks are deceiving. it has this weird checkered patten and there is no shape to the skirt at all. there are also weird stitching lines. one more thing that i didn't like about the skirt was that it's a cream-ish color. not even the cute flamingos will make me keep this skirt. it's going back.,Skirts
-1,I loved this skirt on the rack. but it was not lined and super scratchy when worn. i could barely wear it for the length it took to try it on. so sad. such a gorgeous skirt.,Skirts
-1,I ordered this skirt in a size small and when i received it  not only was it too long  but there was also a hole in it. so i returned it. when a small petite became available  i ordered it thinking it would fit better. i just received it and there is a hole in this skirt as well. both skirts also looked as if they had been worn; there was fuzz and lint all over the skirts. i like the skirt but i either have extremely bad luck or it's really bad quality.,Skirts
-1,I agree with the other reviewers that this runs big. unfortunately there is nothing smaller than an xs so this is going back. i love the lyocell material  i have another skirt with this material and wanted to love this as well but it is too big and with the drawstring pulled tight to fit it doesn't look right. it is not as pictured as well. the skirt i received is a medium blue denim  not the lovely light blue as pictured  another reason why i am returning.,Skirts
-1,"I would say the skirt runs two sizes too small. i usually wear a size medium and based on other reviews  i purchased a large. i could barely get the skirt over my hips. even if it fit in the waist  it was much too short on me and i'm 5'2"". it's a cute skirt but it is fit for a tween.",Skirts
-1,I thought this skirt would fit just over the knee with a nice flowy build. instead it fit rather baggy and was longer than i expected. i felt dowdy in it.,Skirts
-1,This skirt looks/lays exactly like the photo. i bought a size small and i usually wear a size 4. it was maybe a smidge big  but nothing that affected the look of the skirt. the material reminded me of felt/wool mixed together  almost like sunday school felt cut outs (but stiffer) (not a fan).. i was underwhelmed - it looked plain and simple  and the color washed me out. definitely not worth the price (for me anyways). good luck!,Skirts
-1,This skirt is definitely not what i was expecting. the material is stiff and rough. the skirt is also loud. you can hear it swishing when you move  and not in a classy way. it feels like you're wearing a very long tutu. also  the pattern isn't quite as pretty in person. they must have used magic in order to make this skirt look flowy in the photos - it does not flow.,Skirts
-1,I ordered my usual size m and when arrived i thought the material and cut was nice.  once i tried it on it was way too big in hips.  i looked rather comical how it extended on the sides.  i returned the dress.,Skirts
0,I loved this but couldn't believe how small it was.,Skirts
0,This skirt and top is nothing like the picture. the skirt is black not maroon. top is also black. although the skirt is nice  the image was fabulous. the side panels of the skirt are also a knit. quality is good but skirt is overpriced for what it is. would have expected suede or leather panels for the money. not sure if going to keep or not. was really looking for the maroon color instead of the black.,Skirts
0,Love everything about this skirt but the sizing. i'm a size 6/medium in almost everything but this skirt swallowed me. i wise there was a small or even extra small to try out. i'm also 5'5 and the skirt was right at my knees. definitely size down if you want it to look like the pictures.,Skirts
0,I returned this one. i usually love cecilia prado? s artistic textiles and was very happy with her floraknit dress  but this skirt was a disappointment . it simply looks different from the picture : it?s way more shimmery- metallic in person  (which i could see a lot of customers actually loved)  but to me it made it look cheap. also it lacks structure: the a-shape looks drab on this knit fabric.,Skirts
0,So i was super excited to get this skirt  unfortunately it's not what i thought it would be. the color is much different then what pictured  it has bronze threading and the black on the picture is more gray in real life. the material isn't so great easier  i thought it would be thicker but instead it's pretty thin and wrinkles easy. the design is very cute and it is a flattering shape but the material is just too poor for me to give this a good rating. i wouldn't say it's itchy like the other re,Skirts
0,The picture makes it looks like it has rich brown yellow and orange colors. when it came  it was more black with some orange that popped. much different then i expected. the material was nice and silky but i was not willing to keep something that was dry clean only. i sent it back.,Skirts
0,I'm actually surprised no one has reviewed this yet. i took the plunge because it seemed like a classic wardrobe staple  nothing too flashy or fancy  that would go well with many outfits. my thoughts below:  __________________  pros:  - fits tts. i'm normally either a 10 or 12 and got the large. it fit well and the elastic isn't too tight. fit very well for me because i have wider hips. so if you're straight or slim  you could probably size down.  - exactly as pictured. it does have a nice flow,Skirts
0,I can't figure out if this skirt is supposed to be high-waisted (if so  it's too big but the length works)  or if it's supposed to sit on my hips (fits well but too long). but the material is really comfortable  and the design is different in a good way.,Skirts
0,This skirt is very pretty but i think it runs very large. i am a size 4  xs in retailer. my waist is 28 inches  5'7  140 pounds. the skirt is touching the floor. even if i wear high heels  i will have to wear it up my waist. the elastic band is weak  not sure if it will hold the skirt. it should be ok with a belt. i still recommend it cause it's so pretty.,Skirts
1,Gorgeous skirt. received so many compliments. the colors are perfect to match with many tops/jackets/sweaters....as well as different shoes/boots  bringing out the colors. i unfortunately ordered a large thinking it ran small and the large is too big in the waist so i will try to have it tailored. i like my skirts fuller in the hip area. i hope retailer offers more of this type of item. just adore it! for size i am a 8/10 in bottoms but since the skirt looked slim with out lining i ordered a large,Skirts
1,This skirt is true to size and very comfortable on! the colors are beautiful and deep! so glad i snagged this on sale! it will be a great piece to dress up or down depending on where i am going! love it! get it while you can!,Skirts
1,What a special skirt. so beautiful  great quality. i got on sale  but still expensive . . and it was still worth it. i will be wearing this for years!,Skirts
1,Skirt in med fit fine  cute lightweight  swingy  flirty  fun  almost knee length i am typically a 10-12 but the pattern which swings up  across  and down made me look wide in the hips as opposed to other clothes i own already more petite  less curvy girls enjoy! its going back sorry!,Skirts
1,I tried this on in-store and would have purchased if it have been a better price  it wasn't something i could justify spending $100 bucks on. it's cute and was surprisingly comfortable but again  not worth the asking price. i will buy when it goes on sale.,Skirts
1,Such a lovely skirt. i plan on wearing it to a formal event  but could definitely see dressing it down with a jean jacket. it is so feminine and beautiful. well made and fits fine.,Skirts
1,Versatile and flattering. i don't order many clothes online because i'm a tough fit and need to try on first  but this was one of the rare times it was worth the risk. i love the high waisted  vintage style and the length is perfect. the bold color is fun. the little details are even better- navy blue piping  the buttons and the ribbon laced on the back. great skirt.,Skirts
1,Bought this skirt in the light plum color. nice soft corduroy fabric.  it fit well. not too short.   will be cute this fall with a sweater and boots.   my only complaint. i wish it had pockets.,Skirts
1,I have a number of mother denim items (jeans  skirts  etc) in a variety of sizes and  unfortunately  i find mother sizing very inconsistent. this skirt is no exception! it is  as expected  high quality: primarily cotton with a fair amount of stretch; very soft; frayed at both the hem and the waistband; and  it runs a little small  i have another mother pencil skirt in a size smaller that is actually wider than this skirt; still not sure if i'lll keep it.,Skirts
-1,I'm very disappointed in the quality. it seems more like a pajama than a tunic. definitely not worth 100.00 dollars. i plan to return it.,Sleep
-1,Much lower quality than other robes i have purchased,Sleep
-1,I wish i had read the other reviews before purchasing this product. label says that you can wash and dry normally. however  upon washing  the outer layer shrunk and the inner lining did not. the robe will now not lay flat; the fabric pulls at the edges  and results in the inner lining being revealed when the robe is tied shut. extremely disappointed. for a $100 garment  i expected much more. i wish i could return this.,Sleep
-1,A truly unwearable slip: scratchy fabric  bunchy skirt  teeny bodice. it feels like you are wearing wrapping paper--the foil kind.,Sleep
-1,Fight a bit snug over the bust then widens like a bell. not as cute as it looks in the photo. returned.,Sleep
-1,I wanted this so badly  to wear as a dress over a slip. but it is not cute or flattering when you put it on. it made me look 20 pounds heavier than i am  and the fit was awful. i usually wear an xs in dresses at retailer and this swallowed me. i am petite but this is just waaaaaay too big. so disappointed because it's so pretty.,Sleep
-1,Ordered the biggest size available  the large. the arms are so tight  i couldn't get it on. looked like it may have fit in the body so i don't understand why so constricting in the arms. i don't have big arms  either. fabric is thin but the color is pretty. can't recommend. i'd pass on this one.,Sleep
-1,Length too long and waist to high. these are not sized for petites.,Sleep
-1,First of all it arrived rolled in a tight ball the size of a large starbucks coffee. i don't know why they do that.... you're not going to be immediately impressed by something that is packaged like it's cheap! second  i'm usually a 0-4 in retailer and mine is no where near as loose-fitting as the photo. also  he sleeves and back are a very thin waffle knit... like a flimsy t-shirt. and see-thru. the sleeves form-fit to my arms so i couldn't layer under it  but i couldn't wear it alone with the fa,Sleep
0,Reviews said it ran small so i ordered a size up  was large on me. nicely made  but wanted something a little smaller.,Sleep
0,Did not notice small hole and stain on the bottoms until i had the tags removed the return label shredded.,Sleep
0,If the sweater looked as it does in the picture  i would keep it. however  it was very boxy and short  a style that does not work for me at all. i'm 5 ft. 6 in. and ordered the medium. i suspect the sweater on the model may be clipped back to make it look more form fitting. unfortunately i will have to return the sweater.,Sleep
0,Maybe it's just that it's a bath robe  but i'm not crazy about how this falls. it is very soft  cozy  and cute  though.,Sleep
